,tag,type,author,doi,journal,pages,title,volume,year,publisher,url,institution,number,mendeley-tags,booktitle,edition,month,address,editor,arc-citations,arc-source
1032,Morvan2023,unpublished,"Morvan, A. and Villalonga, B. and Mi, X. and Mandrà, S. and Bengtsson, A. and Klimov, P. V. and Chen, Z. and Hong, S. and Erickson, C. and Drozdov, I. K. and Chau, J. and Laun, G. and Movassagh, R. and Asfaw, A. and Brandão, L. T. A. N. and Peralta, R. and Abanin, D. and Acharya, R. and Allen, Robert C. and Andersen, T. I. and Anderson, K. and Ansmann, M. and Arute, F. and Arya, K. and Atalaya, J. and Bardin, J. C. and Bilmes, A. and Bortoli, G. and Bourassa, A. and Bovaird, J. and Brill, L. and Broughton, M. and Buckley, B. B. and Buell, D. A. and Burger, T. and Burkett, B. and Bushnell, N. and Campero, J. and Chang, H. S. and Chiaro, B. and Chik, D. and Chou, C. and Cogan, John F. and Collins, R. and Conner, P. and Courtney, W. and Crook, A. L. and Curtin, B. and Debroy, D. M. and Barba, A. Del Toro and Demura, S. and {Di Paolo}, A. and Dunsworth, A. and Faoro, L. and Farhi, Emmanuel and Fatemi, R. and Ferreira, V. S. and Burgos, L. Flores and Forati, E. and Fowler, A. G. and Foxen, B. and Garcia, G. and Genois, E. and Giang, W. and Gidney, C. and Gilboa, D. and Giustina, M. and Gosula, R. and Dau, A. Grajales and Gross, J. A. and Habegger, S. and Hamilton, M. C. and Hansen, M. and Harrigan, M. P. and Harrington, S. D. and Heu, P. and Hoffmann, M. R. and Huang, T. and Huff, A. and Huggins, W. J. and Ioffe, L. B. and Isakov, S. V. and Iveland, J. and Jeffrey, E. and Jiang, Z. and Jones, C. and Juhas, P. and Kafri, D. and Khattar, T. and Khezri, M. and Kieferová, M. and Kim, S. and Kitaev, A. and Klots, A. R. and Korotkov, A. N. and Kostritsa, F. and Kreikebaum, J. M. and Landhuis, D. and Laptev, P. and Lau, K. -M. and Laws, L. and Lee, J. and Lee, K. W. and Lensky, Y. D. and Lester, B. J. and Lill, A. T. and Liu, Wei and Livingston, W. P. and Locharla, A. and Malone, F. D. and Martin, O. and Martin, S. and McClean, J. R. and McEwen, M. and Miao, K. C. and Mieszala, A. and Montazeri, S. and Mruczkiewicz, W. and Naaman, O. and Neeley, M. and Neill, C. and Nersisyan, A. and Newman, M. and Ng, J. H. and Nguyen, A. and Nguyen, M. and Niu, M. Yuezhen and O'Brien, T. E. and Omonije, S. and Opremcak, A. and Petukhov, A. and Potter, R. and Pryadko, L. P. and Quintana, C. and Rhodes, D. M. and Rosenberg, E. and Rocque, C. and Roushan, P. and Rubin, N. C. and Saei, N. and Sank, D. and Sankaragomathi, K. and Satzinger, K. J. and Schurkus, H. F. and Schuster, C. and Shearn, M. J. and Shorter, A. and Shutty, N. and Shvarts, V. and Sivak, V. and Skruzny, J. and Smith, W. C. and Somma, R. D. and Sterling, G. and Strain, D. and Szalay, M. and Thor, D. and Torres, A. and Vidal, G. and Heidweiller, C. Vollgraff and White, T. and Woo, B. W. K. and Xing, C. and Yao, Z. J. and Yeh, P. and Yoo, J. and Young, G. and Zalcman, A. and Zhang, Y. and Zhu, Nan and Zobrist, N. and Rieffel, E. G. and Biswas, R. and Babbush, R. and Bacon, D. and Hilton, J. and Lucero, E. and Neven, H. and Megrant, A. and Kelly, J. L. and Aleiner, I. and Smelyanskiy, V. and Kechedzhi, K. and Chen, Y. and Boixo, S.",,,19--21,{Phase transition in Random Circuit Sampling},,2023,,http://arxiv.org/abs/2304.11119,,,,,,,,,0,mendeley
1033,Bauer2013a,article,"Bauer, Daniel and Zanjani, George H.",,CAS,,{The Marginal Cost of Risk in a Multi-Period Risk Model (Nov 2013)},,2013,,,,November,"Risk Measures,Zanjani",,,,,,0,mendeley
1034,Landsberger1990,article,"Landsberger, Michael and Meilijson, Isaac",10.1007/BF00213261,Journal of Risk and Uncertainty,65--82,{A tale of two tails: An alternative characterization of comparative risk},3,1990,,,,1,,,,,,,0,mendeley
1035,Manolios2006,article,"Manolios, Panagiotis and Vroon, Daron",10.1007/s10817-005-9023-9,Journal of Automated Reasoning,387--423,{Ordinal arithmetic: Algorithms and mechanization},34,2006,,,,4,Set Theory,,,,,,0,mendeley
1036,Koukoulopoulos2019,article,"Koukoulopoulos, Dimitris and Maynard, James",,,,{On the Duffin-Schaeffer conjecture},,2019,,http://arxiv.org/abs/1907.04593,,,,,,jul,,,0,mendeley
1037,Joshi1976,article,"Joshi, Y. M.",10.1214/aos/1176348654,The Annals of Statistics,998--1002,{On the attainment of the Cramer-Rao Lower Bound},4,1976,,http://projecteuclid.org/euclid.aos/1176345976,,5,,,,,,,0,mendeley
1038,Storey2002,article,"Storey, John D.",10.1111/1467-9868.00346,Journal of the Royal Statistical Society: Series B (Statistical Methodology),479--498,{A direct approach to false discovery rates},64,2002,,http://doi.wiley.com/10.1111/1467-9868.00346,,3,,,,aug,,,0,mendeley
1039,Struppeck2015,techreport,"Struppeck, Tom",,,1--14,{Life Contingencies Study Note for CAS Exam S},,2015,,https://www.casact.org/library/studynotes/ExamS-Contingencies-Study-Note-0115.pdf,Casualty Actuarial Society,,,,,,,,0,mendeley
1040,HaynYYYY,article,"Hayne, By Roger M.",,,,{A Stochastic Framework for Incremental Average Reserve Models},,,,,,167,,,,,,,0,mendeley
1041,Olson1976,article,"Olson, Judy M.",10.1111/j.0033-0124.1976.00371.x,Professional Geographer,371--380,{Noncontiguous area cartograms},28,1976,,,,4,,,,,,,0,mendeley
1042,Moulthrop2012,article,"Moulthrop, Philip and Maple, Spalted R. E. D. and Node, White Pine and Maple, Spalted Silver",,,3--8,{MATT & PHILIP MOULTHROP AVAILABLE WORKS 2012 HELLER GALLERY AVAILABLE WORKS 2012},,2012,,,,,,,,,,,0,mendeley
1043,VenteYYYY,article,"Venter, Gary G. and Gutkovich, Roman and Gao, Qian",,,,{Parameter Reduction in Actuarial Triangle Models},,,,,,2000,Venter,,,,,,0,mendeley
1044,OpeYYYY,article,"Open, T. H. E. and Series, Book",,,,{Proceedings of the Tenth msp},,,,,,,,,,,,,0,mendeley
1045,Chen2024a,article,"Chen, Yuyu and Embrechts, Paul and Wang, Ruodu",10.1287/opre.2022.0505,Operations Research,1--17,"{Technical Note—An Unexpected Stochastic Dominance: Pareto Distributions, Dependence, and Diversification}",,2024,,,,1975,WangR,,,,,,0,mendeley
1046,Chudnovsky1989,article,"Chudnovsky, D. V. and Chudnovsky, G. V.",,,8178--8182,{The computation of classical constants},86,1989,,,,,,,,,,,0,mendeley
1047,Havas1994,article,"Havas, George and Majewski, Bs",,Congressus Numerantium,1--10,{Hermite normal form computation for integer matrices},,1994,,http://archive.itee.uq.edu.au/$\sim$havas/TR0295.pdf,,,,,,,,,0,mendeley
1048,Denti2020,article,"Denti, Tommaso and Marinacci, Massimo and Montrucchio, Luigi",10.1007/s10203-019-00243-0,Decisions in Economics and Finance,75--89,{A note on rational inattention and rate distortion theory},43,2020,Springer International Publishing,https://doi.org/10.1007/s10203-019-00243-0,,1,Marinacci,,,,,,0,mendeley
1049,Anderson1988,article,"Anderson, R. R. and Dong, Wemin",,Casualty Actuarial Society Forum,303--322,{Pricing catastrophe reinsurance with reinstatement provisions using a catastrophe model},,1988,,,,,FFT,,,,,,0,mendeley
1050,Brezis2002,article,"Brezis, Elise S.",,,,{Changes in the Recruitment and Education of the Power Elites in Twentieth Century Western Democracies},,2002,,,,July,,,,,,,0,mendeley
1051,RiegerFels2024,article,"Rieger-Fels, Markus",10.1111/rmir.12260,Risk Management and Insurance Review,89--114,{Why do people buy insurance? A modern answer to an old question},27,2024,,,,1,JRI2024,,,,,,0,mendeley
1052,Nissim2013,article,"Nissim, Doron",10.1007/s11142-012-9213-8,Review of Accounting Studies,324--359,{Relative valuation of U.S. insurance companies},18,2013,,,,2,,,,,,,0,mendeley
1053,Fishburn1976,article,"Fishburn, Peter C.",,Journal of Mathematical Economics,295--311,{Continua of stochastic dominance relations for bounded probability distributions},3,1976,,,,,,,,,,,0,mendeley
1054,AonBenfield2015,article,{Aon Benfield},,,,{Global Insurance Market Trends},,2015,,,,,"Aon,Insurance Risk Study",,,,,,0,mendeley
1055,Bosch2013,article,"Bosch, Pierre and Simon, Thomas",10.1016/j.indag.2013.04.006,Indagationes Mathematicae,42--64,{On the self-decomposability of the Fréchet distribution},,2013,,,,,,,,,,,0,mendeley
1056,Beer2019,article,"Beer, Simone and Braun, Alexander",,working paper,,{Market-Consistent Valuation of Natural Catastrophe Risk},,2019,,,,April,,,,,,,0,mendeley
1057,Zhang2002,article,"Zhang, Jiankang",10.4324/9780203195390.ch8,Economic Theory,159--181,"{Subjective Ambiguity, Expected Utility and Choquet Expected Utility}",20,2002,,,,1,PIR,,,,,,0,mendeley
1058,Fenn2008,article,"Fenn, Paul and Vencappa, Dev and Diacon, Stephen and Klumpes, Paul and O'Brien, Chris",10.1016/j.jbankfin.2007.09.005,Journal of Banking and Finance,86--100,{Market structure and the efficiency of European insurance companies: A stochastic frontier analysis},32,2008,,,,1,,,,,,,0,mendeley
1059,Cummins2008,article,"Cummins, J. David and Dionne, Georges and Gagne, Robert",,,,{The Costs and Benefits of Reinsurance},,2008,,http://ssrn.com/abstract=1142954,,,Cummins,,,,,,0,mendeley
1060,Sornette2004,article,"Sornette, Didier",10.1063/1.1712506,,78--79,{Why Stock Markets Crash: Critical Events in Complex Financial Systems},57,2004,Princeton University Press,http://scitation.aip.org/content/aip/magazine/physicstoday/article/57/3/10.1063/1.1712506,,3,,,,,,,0,mendeley
1061,CroissanYYYY,article,"Croissant, Yves",,,,{Estimation of multinomial logit models in R : The mlogit Packages An introductory example},,,,,,,,,,,,,0,mendeley
1062,Battigalli2016,article,"Battigalli, P. and Cerreia-Vioglio, Simone and Maccheroni, Fabio and Marinacci, Massimo",10.3982/ecta14429,Econometrica,1903--1916,{A Note on Comparative Ambiguity Aversion and Justifiability},84,2016,,,,5,Marinacci,,,,,,0,mendeley
1063,TheWorldBank2011,book,{The World Bank},,,,{The Changing Wealth of Nations},,2011,,,,,Book,,,,,,0,mendeley
1064,Kattumannil2009,article,"Kattumannil, S. Kumar",,Statistics & Probability Letters,,{On Stein's identity and its applications},,2009,,http://www.sciencedirect.com/science/article/pii/S0167715209001060,,,,,,,,,0,mendeley
1065,Ghossoub2024,article,"Ghossoub, Mario and Ren, Qinghua and Wang, Ruodu",,,1--33,{Counter-monotonic risk allocations and distortion risk measures},,2024,,http://arxiv.org/abs/2407.16099,,,"PMIR,Risk Sharing,WangR",,,,,,0,mendeley
1066,Brown2017,article,"Brown, David P.",10.2139/ssrn.3004024,SSRN Electronic Journal,,{Decreasing Risk by Adding Inside Noise: A Theory of Transfers of Risk},,2017,,,,,,,,,,,0,mendeley
1067,Ingram2016,inproceedings,"Ingram, David and Payne, David",,,,"{Aligning ERM , Risk Models and Business Strategy}",,2016,Casualty Actuarial Society,,,,CMM,CAS ERM P&C Seminar,,,,,0,mendeley
1068,Levin2009,article,"Levin, Anat and Weiss, Yair and Durand, Fredo and Freeman, William",,,,{Understanding and evaluating blind deconvolution algorithms},,2009,,,,,,,,,,,0,mendeley
1069,Subramanian2015,unpublished,"Subramanian, Ajay and Wang, Jinjing",,,1--60,"{Capital, Systemic Risk, Insurance Prices and Regulation}",,2015,,,,,,,,,,,0,mendeley
1070,Koudou2014,article,"Koudou, Angelo Efoévi and Ley, Christophe",10.1214/13-PS227,Probability Surveys,161--176,{Characterizations of GIG laws: A survey},11,2014,,http://projecteuclid.org/euclid.ps/1405603141,,1,,,,,,,0,mendeley
1071,Mclean2014,article,"Mclean, R. David and Zhao, Mengxin",10.1111/jofi.12047,The Journal of Finance,1377--1409,"{The Business Cycle, Investor Sentiment, and Costly External Finance}",69,2014,,http://doi.wiley.com/10.1111/jofi.12047,,3,,,,jun,,,0,mendeley
1072,Alldridge2012,article,"Alldridge, Peter",10.5235/175214412800135015,,140--144,{The Bribery Act 2010 },6,2012,,,,2,,,,mar,,,0,mendeley
1073,Nielsen2010,article,"Nielsen, Frank",http://dx.doi.org/10.1109/ICIP.2010.5652054,Image Processing,3621--3624,{ENTROPIES AND CROSS-ENTROPIES OF EXPONENTIAL FAMILIES Ecole Polytechnique Sony Computer Science Laboratories Inc . Richard Nock Universit ´ e des Antilles et de la Guyane CEREGMIA},,2010,,,,,,,,,,,0,mendeley
1074,Panning2003,article,"Panning, William H.",,,21--39,{Managing Interest Rate Risk},,2003,,,,4,PART9,,,,,,0,mendeley
1075,Follmer2006,article,"Föllmer, Hans and Penner, Irina",10.1524/stnd.2006.24.1.61,Statistics & Risk Modeling,61--96,{Convex risk measures and the dynamics of their penalty functions},24,2006,,,,1,PMIR,,,,,,0,mendeley
1076,Koenker2000a,article,"Koenker, Roger",,,1--11,{Quantile regression},,2000,,,,,,,,,,,0,mendeley
1077,Graham2012,article,"Graham, Ron",10.1515/9783110925098.229,Combinatorial Number Theory,1--10,{Some of my favorite problems in Ramsey theory},2,2012,,,,1,,,,,,,0,mendeley
1078,Last2017,article,"Last, Günter and Penrose, Mathew",10.1017/9781316104477,Lectures on the Poisson Process,,{Lectures on the Poisson Process},,2017,,,,August,,,,,,,0,mendeley
1079,Silver2017,article,"Silver, David and Hubert, Thomas and Schrittwieser, Julian and Antonoglou, Ioannis and Lai, Matthew and Guez, Arthur and Lanctot, Marc and Sifre, Laurent and Kumaran, Dharshan and Graepel, Thore and Lillicrap, Timothy and Simonyan, Karen and Hassabis, Demis",10.1002/acn3.501,,,{Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm},,2017,,http://arxiv.org/abs/1712.01815,,,,,,,,,0,mendeley
1080,Ibragimov2009,article,"Ibragimov, Rustam",10.1080/14697680802629384,Quantitative Finance,565--580,{Portfolio diversification and value at risk under thick-tailedness†},9,2009,,http://ssrn.com/abstract=774905 http://www.tandfonline.com/doi/abs/10.1080/14697680802629384,,5,Tails,,,aug,,,0,mendeley
1081,Ali2014,article,"Ali, Robleh and Barrdear, John and Clews, Roger and Southgate, James",,Bank of England Quarterly Bulletin,276--286,{The economies of digital currencies},43,2014,,,,3,,,,,,,0,mendeley
1082,MeekeYYYY,article,"Meeker, Mary",,,,{INTERNET TRENDS 2018},,,,,,,,,,,,,0,mendeley
1083,Gareth2013,article,"Gareth, James and Witten, Daniela and Hastie, Trevor and Tibshirani, Robert",10.1016/j.peva.2007.06.006,Springer,618,{An Introduction to Statistical Learning with Applications in R},,2013,,,,,,,,,,,0,mendeley
1084,Protection2013,article,"Protection, Financial Statement",,,,{Network Security and Privacy :},,2013,,,,,,,,,,,0,mendeley
1085,Brockett1985,article,"Brockett, Patrick L. and Cox, Samuel H.",10.1080/03461238.1985.10413782,Scandinavian Actuarial Journal,94--108,{Insurance calculations using incomplete information},1985,1985,,,,2,,,,,,,0,mendeley
1086,Denuit2024,unpublished,"Denuit, Michel M. and Ortega-jimenez, Patricia and Robert, Christian Y.",,,,{Conditional Expectations Given The Sum Of Independent Random Variables With Regularly Varying Densities},,2024,,https://dial.uclouvain.be/pr/boreal/object/boreal%3A285506/datastream/PDF_01/view,UCLouvain,,,,,,,,0,mendeley
1087,Steutel2003,book,"Steutel, Fred W. and van Harn, Klaas",10.1201/9780203014127,,,{Infinite Divisibility of Probability Distributions on the Real Line},,2003,,,,,,Infinite Divisibility of Probability Distributions on the Real Line,,,,,0,mendeley
1088,MORI2014,techreport,"MORI, Ipos",,,,{Global trends 2014},,2014,,,,,,,,,,,0,mendeley
1089,Asmussen2000,book,"Asmussen, Soren and Albrecher, Hansjörg",,,,{Ruin probabilities},,2000,World Scientific,,,,,,,,Singapore,,0,mendeley
1090,Cossette2010,article,"Cossette, Hélène and Marceau, Étienne and Maume-Deschamps, Véronique",10.2143/AST.40.1.2049221,ASTIN Bulletin,123--150,{Discrete-Time Risk Models on Time Series for Count Random Variables},40,2010,,http://poj.peeters-leuven.be/content.php?url=article&id=2049221,,1,,,,may,,,0,mendeley
1091,Notation1949,article,"Notation, International Actuarial",,Journal of the Institute of Actuaries,121--129,{International actuarial notation},75,1949,,,,1,,,,,,,0,mendeley
1092,Makarov2021,article,"Makarov, Igor and Schoar, Antoinette",10.2139/ssrn.3949206,SSRN Electronic Journal,,{Blockchain Analysis of the Bitcoin Market},,2021,,,,,,,,,,,0,mendeley
1093,AonBenfielYYYYa,article,{Aon Benfield},,,1--2,{Frequently Asked Questions of new SRQ section related to ERM},,,,,,,Aon,,,,,,0,mendeley
1094,Scaillet2004,article,"Scaillet, Olivier",,Mathematical Finance,115--129,{Nonparametric Estimation and Sensitivity},14,2004,,,,1,,,,,,,0,mendeley
1095,Labuschagne2010,article,"Labuschagne, Coenraad CA and Offwood, Theresa Maria",10.1016/j.insmatheco.2010.08.004,Insurance: Mathematics and Economics,385--390,{A note on the connection between the Esscher-Girsanov transform and the Wang transform},47,2010,Elsevier B.V.,http://dx.doi.org/10.1016/j.insmatheco.2010.08.004,,3,,,,,,,0,mendeley
1096,Korolova2010,inproceedings,"Korolova, Aleksandra",10.1109/ICDMW.2010.137,,474--482,{Privacy violations using microtargeted ads: A case study},,2010,,,,1,,"Proceedings - IEEE International Conference on Data Mining, ICDM",,,,,0,mendeley
1097,AonBenfield2013a,techreport,{Aon Benfield},,,,"{Reinsurance Market Outlook, Sept 2013}",,2013,,,,,Aon,,,,,,0,mendeley
1098,Guan2024,article,"Guan, Yuanying and Huang, Muqiao and Wang, Ruodu",10.1016/j.insmatheco.2024.09.005,,1--19,{A new characterization of second-order stochastic dominance},,2024,,http://arxiv.org/abs/2402.13355,,,WangR,,,,,,0,mendeley
1099,Lowe1997,article,"Lowe, StP and Stanard, J. N.",,ASTIN Bulletin,339--371,{An Integrated Dynamic Financial Analysis and Decision Support System for a Property Catastrophe Insurer},27,1997,,,,2,,,,,,,0,mendeley
1100,Kunreuther1996,article,"Kunreuther, Howard C.",,Journal of Risk and Uncertainty,171--187,{Mitigating Disaster Losses through Insurance},12,1996,,,,,,,,,,,0,mendeley
1101,AonBenfield2014b,article,{Aon Benfield},,,,"{Evolving Criteria: Rating Agency, Regulatory and Financial Trends}",,2014,,,,September,Aon,,,,,,0,mendeley
1102,Zolotarev1986,book,"Zolotarev, Vladimir M.",,,270--277,"{One-Dimensional Stable Distributions, Translations of Mathematical Monographs, vol. 65}",20,1986,American Mathematical Society,,,2,Book,,,,,,0,mendeley
1103,Butsic1994,article,"Butsic, Robert P.",,The Journal of Risk and Insurance,656--690,{Solvency Measurement for Property-Liability Risk-Based Capital Applications},61,1994,,http://www.jstor.org/stable/253643%5Cnhttp://www.jstor.org/page/,,4,Risk Measures,,,,,,0,mendeley
1104,Fox1992,article,"Fox, John and Monette, Georges and Journal, Source and Statistical, American and Mar, No and Fox, John and Monette, Georges",,Journal of the American Statistical Association,178--183,{Generalized Collinearity Diagnostics},87,1992,,https://www.jstor.org/stable/2290467,,417,,,,,,,0,mendeley
1105,Liu2021,article,"Liu, Shuige and Maccheroni, Fabio",,,1--25,"{Rationalization, Quantal Response Equilibrium, and Robust Outcomes in Large Populations}",,2021,,http://arxiv.org/abs/2106.16081,,,,,,,,,0,mendeley
1106,ConsideYYYY,article,"Consider, Heat Conduction",,,23--44,{The Diffusion Equation},,,,,,x,,,,,,,0,mendeley
1107,Mikosch2006,article,"Mikosch, Thomas",10.1007/s10687-006-0015-x,Extremes,3--20,{Copulas: Tales and facts},9,2006,,,,1,,,,,,,0,mendeley
